,model,sentence,question,correct,incorrect,sent_type,quest_type
1521,gpt-4o-mini,While the athlete wrestled the opponent shouted insults.,Did the athlete wrestle the opponent?,1.0,0.0,GP_prob,GP_question
1522,gpt-4o-mini,While the athlete wrestled the audience shouted insults.,Did the audience shout insults?,1.0,0.0,GP_improb,simple_question
1523,gpt-4o-mini,While the athlete wrestled the audience shouted insults.,Did the athlete wrestle the audience?,1.0,0.0,GP_improb,GP_question
1524,gpt-4o-mini,The opponent shouted insults while the athlete wrestled.,Did the opponent shout insults?,1.0,0.0,nonGP_prob,simple_question
1525,gpt-4o-mini,The opponent shouted insults while the athlete wrestled.,Did the athlete wrestle the opponent?,1.0,0.0,nonGP_prob,GP_question
1526,gpt-4o-mini,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,1.0,0.0,nonGP_improb,simple_question
1527,gpt-4o-mini,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,1.0,0.0,nonGP_improb,GP_question
1528,gpt-4o-mini,While the warrior fought the enemy retreated.,Did the enemy retreat?,1.0,0.0,GP_prob,simple_question
1529,gpt-4o-mini,While the warrior fought the enemy retreated.,Did the warrior fight the enemy?,0.0,1.0,GP_prob,GP_question
1530,gpt-4o-mini,While the warrior fought the rhino retreated.,Did the rhino retreat?,1.0,0.0,GP_improb,simple_question
1531,gpt-4o-mini,While the warrior fought the rhino retreated.,Did the warrior fight the rhino?,0.0,1.0,GP_improb,GP_question
1532,gpt-4o-mini,The enemy retreated while the warrior fought.,Did the enemy retreat?,1.0,0.0,nonGP_prob,simple_question
1533,gpt-4o-mini,The enemy retreated while the warrior fought.,Did the warrior fight the enemy?,0.0,1.0,nonGP_prob,GP_question
1534,gpt-4o-mini,The rhino retreated while the warrior fought.,Did the rhino retreat?,1.0,0.0,nonGP_improb,simple_question
1535,gpt-4o-mini,The rhino retreated while the warrior fought.,Did the warrior fight the rhino?,1.0,0.0,nonGP_improb,GP_question
1536,gpt-4o-mini,While Harry chewed the steak fell to the floor.,Did the steak fall to the floor?,1.0,0.0,GP_prob,simple_question
1537,gpt-4o-mini,While Harry chewed the steak fell to the floor.,Did Harry chew the steak?,0.0,1.0,GP_prob,GP_question
1538,gpt-4o-mini,While Harry chewed the book fell to the floor.,Did the book fall to the floor?,1.0,0.0,GP_improb,simple_question
1539,gpt-4o-mini,While Harry chewed the book fell to the floor.,Did Harry chew the book?,0.0,1.0,GP_improb,GP_question
1540,gpt-4o-mini,The steak fell to the floor while Harry chewed.,Did the steak fall to the floor?,1.0,0.0,nonGP_prob,simple_question
1541,gpt-4o-mini,The steak fell to the floor while Harry chewed.,Did Harry chew the steak?,0.0,1.0,nonGP_prob,GP_question
1542,gpt-4o-mini,The book fell to the floor while Harry chewed.,Did the book fall to the floor?,1.0,0.0,nonGP_improb,simple_question
1543,gpt-4o-mini,The book fell to the floor while Harry chewed.,Did Harry chew the book?,1.0,0.0,nonGP_improb,GP_question
1544,gpt-4o-mini,While Bill ate the turkey sat on the table.,Did the turkey sit on the table?,1.0,0.0,GP_prob,simple_question
1545,gpt-4o-mini,While Bill ate the turkey sat on the table.,Did Bill eat the turkey?,0.0,1.0,GP_prob,GP_question
1546,gpt-4o-mini,While Bill ate the baby sat on the table.,Did the baby sit on the table?,1.0,0.0,GP_improb,simple_question
1547,gpt-4o-mini,While Bill ate the baby sat on the table.,Did Bill eat the baby?,1.0,0.0,GP_improb,GP_question
1548,gpt-4o-mini,The turkey sat on the table while Bill ate.,Did the turkey sit on the table?,1.0,0.0,nonGP_prob,simple_question
1549,gpt-4o-mini,The turkey sat on the table while Bill ate.,Did Bill eat the turkey?,1.0,0.0,nonGP_prob,GP_question
1550,gpt-4o-mini,The baby sat on the table while Bill ate.,Did the baby sit on the table?,1.0,0.0,nonGP_improb,simple_question
1551,gpt-4o-mini,The baby sat on the table while Bill ate.,Did Bill eat the baby?,1.0,0.0,nonGP_improb,GP_question
1552,gpt-4o-mini,While Janet baked the bread rose in the oven.,Did the bread rise in the oven?,1.0,0.0,GP_prob,simple_question
1553,gpt-4o-mini,While Janet baked the bread rose in the oven.,Did Janet bake the bread?,0.0,1.0,GP_prob,GP_question
1554,gpt-4o-mini,While Janet baked the pressure rose in the oven.,Did the pressure rise in the oven?,1.0,0.0,GP_improb,simple_question
1555,gpt-4o-mini,While Janet baked the pressure rose in the oven.,Did Janet bake the pressure?,1.0,0.0,GP_improb,GP_question
1556,gpt-4o-mini,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,1.0,0.0,nonGP_prob,simple_question
1557,gpt-4o-mini,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,0.0,1.0,nonGP_prob,GP_question
1558,gpt-4o-mini,The pressure rose in the oven while Janet baked.,Did the pressure rise in the oven?,1.0,0.0,nonGP_improb,simple_question
1559,gpt-4o-mini,The pressure rose in the oven while Janet baked.,Did Janet bake the pressure?,1.0,0.0,nonGP_improb,GP_question
1560,gpt-4o-mini,While the public cheered the team left the restaurant.,Did the team leave the restaurant?,1.0,0.0,GP_prob,simple_question
1561,gpt-4o-mini,While the public cheered the team left the restaurant.,Did the public cheer the team?,0.0,1.0,GP_prob,GP_question
1562,gpt-4o-mini,While the public cheered the rats left the restaurant.,Did the rats leave the restaurant?,1.0,0.0,GP_improb,simple_question
1563,gpt-4o-mini,While the public cheered the rats left the restaurant.,Did the public cheer the rats?,1.0,0.0,GP_improb,GP_question
1564,gpt-4o-mini,The team left the restaurant while the public cheered.,Did the team leave the restaurant?,1.0,0.0,nonGP_prob,simple_question
1565,gpt-4o-mini,The team left the restaurant while the public cheered.,Did the public cheer the team?,0.0,1.0,nonGP_prob,GP_question
1566,gpt-4o-mini,The rats left the restaurant while the public cheered.,Did the rats leave the restaurant?,1.0,0.0,nonGP_improb,simple_question
1567,gpt-4o-mini,The rats left the restaurant while the public cheered.,Did the public cheer the rats?,1.0,0.0,nonGP_improb,GP_question
1568,gpt-4o-mini,While the cleaner mopped the floor was filled with stains.,Was the floor filled with stains?,1.0,0.0,GP_prob,simple_question
1569,gpt-4o-mini,While the cleaner mopped the floor was filled with stains.,Did the cleaner mop the floor?,0.1,0.9,GP_prob,GP_question
1570,gpt-4o-mini,While the cleaner mopped the ceiling was filled with stains.,Was the ceiling filled with stains?,1.0,0.0,GP_improb,simple_question
1571,gpt-4o-mini,While the cleaner mopped the ceiling was filled with stains.,Did the cleaner mop the ceiling?,1.0,0.0,GP_improb,GP_question
1572,gpt-4o-mini,The floor was filled with stains while the cleaner mopped.,Was the floor filled with stains?,1.0,0.0,nonGP_prob,simple_question
1573,gpt-4o-mini,The floor was filled with stains while the cleaner mopped.,Did the cleaner mop the floor?,0.0,1.0,nonGP_prob,GP_question
1574,gpt-4o-mini,The ceiling was filled with stains while the cleaner mopped.,Was the ceiling filled with stains?,1.0,0.0,nonGP_improb,simple_question
1575,gpt-4o-mini,The ceiling was filled with stains while the cleaner mopped.,Did the cleaner mop the ceiling?,1.0,0.0,nonGP_improb,GP_question
1576,gpt-4o-mini,While the chef cooked the meal impressed the couple.,Did the meal impress the couple?,1.0,0.0,GP_prob,simple_question
1577,gpt-4o-mini,While the chef cooked the meal impressed the couple.,Did the chef cook the meal?,0.0,1.0,GP_prob,GP_question
1578,gpt-4o-mini,While the chef cooked the cat impressed the couple.,Did the cat impress the couple?,1.0,0.0,GP_improb,simple_question
1579,gpt-4o-mini,While the chef cooked the cat impressed the couple.,Did the chef cook the cat?,0.0,1.0,GP_improb,GP_question
1580,gpt-4o-mini,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,1.0,0.0,nonGP_prob,simple_question
1581,gpt-4o-mini,The meal impressed the couple while the chef cooked.,Did the chef cook the meal?,0.0,1.0,nonGP_prob,GP_question
1582,gpt-4o-mini,The cat impressed the couple while the chef cooked.,Did the cat impress the couple?,1.0,0.0,nonGP_improb,simple_question
1583,gpt-4o-mini,The cat impressed the couple while the chef cooked.,Did the chef cook the cat?,1.0,0.0,nonGP_improb,GP_question
1584,gpt-4o-mini,While the child finished the homework waited on the table.,Did the homework wait on the table?,0.35,0.65,GP_prob,simple_question
1585,gpt-4o-mini,While the child finished the homework waited on the table.,Did the child finish the homework?,0.0,1.0,GP_prob,GP_question
1586,gpt-4o-mini,While the child finished the tax forms waited on the table.,Did the tax forms wait on the table?,1.0,0.0,GP_improb,simple_question
1587,gpt-4o-mini,While the child finished the tax forms waited on the table.,Did the child finish the tax forms?,0.15,0.85,GP_improb,GP_question
1588,gpt-4o-mini,The homework waited on the table while the child finished.,Did the homework wait on the table?,1.0,0.0,nonGP_prob,simple_question
1589,gpt-4o-mini,The homework waited on the table while the child finished.,Did the child finish the homework?,1.0,0.0,nonGP_prob,GP_question
1590,gpt-4o-mini,The tax forms waited on the table while the child finished.,Did the tax forms wait on the table?,1.0,0.0,nonGP_improb,simple_question
1591,gpt-4o-mini,The tax forms waited on the table while the child finished.,Did the child finish the tax forms?,1.0,0.0,nonGP_improb,GP_question
1592,gpt-4o-mini,While the student knitted the sweater sold to the highest bidder.,Did the sweater sell to the highest bidder?,1.0,0.0,GP_prob,simple_question
1593,gpt-4o-mini,While the student knitted the sweater sold to the highest bidder.,Did the student knit the sweater?,0.0,1.0,GP_prob,GP_question
1594,gpt-4o-mini,While the student knitted the painting sold to the highest bidder.,Did the painting sell to the highest bidder?,1.0,0.0,GP_improb,simple_question
1595,gpt-4o-mini,While the student knitted the painting sold to the highest bidder.,Did the student knit the painting?,1.0,0.0,GP_improb,GP_question
1596,gpt-4o-mini,The sweater sold to the highest bidder while the student knitted.,Did the sweater sell to the highest bidder?,1.0,0.0,nonGP_prob,simple_question
1597,gpt-4o-mini,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,1.0,0.0,nonGP_prob,GP_question
1598,gpt-4o-mini,The painting sold to the highest bidder while the student knitted.,Did the painting sell to the highest bidder?,1.0,0.0,nonGP_improb,simple_question
1599,gpt-4o-mini,The painting sold to the highest bidder while the student knitted.,Did the student knit the painting?,1.0,0.0,nonGP_improb,GP_question
1600,gpt-4o-mini,While the astronomer observed the comet lit up the room.,Did the comet light up the room?,1.0,0.0,GP_prob,simple_question
1601,gpt-4o-mini,While the astronomer observed the comet lit up the room.,Did the astronomer observe the comet?,0.0,1.0,GP_prob,GP_question
1602,gpt-4o-mini,While the astronomer observed the lightbulb lit up the room.,Did the lightbulb light up the room?,1.0,0.0,GP_improb,simple_question
1603,gpt-4o-mini,While the astronomer observed the lightbulb lit up the room.,Did the astronomer observe the lightbulb?,0.0,1.0,GP_improb,GP_question
1604,gpt-4o-mini,The comet lit up the room while the astronomer observed.,Did the comet light up the room?,1.0,0.0,nonGP_prob,simple_question
1605,gpt-4o-mini,The comet lit up the room while the astronomer observed.,Did the astronomer observe the comet?,0.0,1.0,nonGP_prob,GP_question
1606,gpt-4o-mini,The lightbulb lit up the room while the astronomer observed.,Did the lightbulb light up the room?,1.0,0.0,nonGP_improb,simple_question
1607,gpt-4o-mini,The lightbulb lit up the room while the astronomer observed.,Did the astronomer observe the lightbulb?,1.0,0.0,nonGP_improb,GP_question
1608,gpt-4o-mini,While the players started the game bored the children.,Did the game bore the children?,1.0,0.0,GP_prob,simple_question
1609,gpt-4o-mini,While the players started the game bored the children.,Did the players start the game?,0.0,1.0,GP_prob,GP_question
1610,gpt-4o-mini,While the players started the lesson bored the children.,Did the lesson bore the children?,1.0,0.0,GP_improb,simple_question
1611,gpt-4o-mini,While the players started the lesson bored the children.,Did the players start the lesson?,0.0,1.0,GP_improb,GP_question
1612,gpt-4o-mini,The game bored the children while the players started.,Did the game bore the children?,1.0,0.0,nonGP_prob,simple_question
1613,gpt-4o-mini,The game bored the children while the players started.,Did the players start the game?,1.0,0.0,nonGP_prob,GP_question
1614,gpt-4o-mini,The lesson bored the children while the players started.,Did the lesson bore the children?,1.0,0.0,nonGP_improb,simple_question
1615,gpt-4o-mini,The lesson bored the children while the players started.,Did the players start the lesson?,1.0,0.0,nonGP_improb,GP_question
1616,gpt-4o-mini,While the professor taught the students looked at the board.,Did the students look at the board?,1.0,0.0,GP_prob,simple_question
1617,gpt-4o-mini,While the professor taught the students looked at the board.,Did the professor teach the students?,0.0,1.0,GP_prob,GP_question
1618,gpt-4o-mini,While the professor taught the puppies looked at the board.,Did the puppies look at the board?,1.0,0.0,GP_improb,simple_question
1619,gpt-4o-mini,While the professor taught the puppies looked at the board.,Did the professor teach the puppies?,1.0,0.0,GP_improb,GP_question
1620,gpt-4o-mini,The students looked at the board while the professor taught.,Did the students look at the board?,1.0,0.0,nonGP_prob,simple_question
1621,gpt-4o-mini,The students looked at the board while the professor taught.,Did the professor teach the students?,0.0,1.0,nonGP_prob,GP_question
1622,gpt-4o-mini,The puppies looked at the board while the professor taught.,Did the puppies look at the board?,1.0,0.0,nonGP_improb,simple_question
1623,gpt-4o-mini,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,1.0,0.0,nonGP_improb,GP_question
1624,gpt-4o-mini,While the pianist practiced the melody echoed through the hall.,Did the melody echo through the hall?,1.0,0.0,GP_prob,simple_question
1625,gpt-4o-mini,While the pianist practiced the melody echoed through the hall.,Did the pianist practice the melody?,0.0,1.0,GP_prob,GP_question
1626,gpt-4o-mini,While the pianist practiced the vacuum echoed through the hall.,Did the vacuum echo through the hall?,1.0,0.0,GP_improb,simple_question
1627,gpt-4o-mini,While the pianist practiced the vacuum echoed through the hall.,Did the pianist practice the vacuum?,1.0,0.0,GP_improb,GP_question
1628,gpt-4o-mini,The melody echoed through the hall while the pianist practiced.,Did the melody echo through the hall?,1.0,0.0,nonGP_prob,simple_question
1629,gpt-4o-mini,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,0.0,1.0,nonGP_prob,GP_question
1630,gpt-4o-mini,The vacuum echoed through the hall while the pianist practiced.,Did the vacuum echo through the hall?,1.0,0.0,nonGP_improb,simple_question
1631,gpt-4o-mini,The vacuum echoed through the hall while the pianist practiced.,Did the pianist practice the vacuum?,1.0,0.0,nonGP_improb,GP_question
1632,gpt-4o-mini,While the couple left the bar buzzed with activity.,Did the bar buzz with activity?,1.0,0.0,GP_prob,simple_question
1633,gpt-4o-mini,While the couple left the bar buzzed with activity.,Did the couple leave the bar?,0.0,1.0,GP_prob,GP_question
