,model,sentence,question,correct,incorrect,sent_type,quest_type
2452,meta-llama/Llama-2-70b-chat-hf,The steak fell to the floor while Harry chewed.,Did the steak fall to the floor?,1.0,0.0,nonGP_prob,simple_question
2453,meta-llama/Llama-2-70b-chat-hf,The steak fell to the floor while Harry chewed.,Did Harry chew the steak?,0.0,1.0,nonGP_prob,GP_question
2454,meta-llama/Llama-2-70b-chat-hf,The book fell to the floor while Harry chewed.,Did the book fall to the floor?,1.0,0.0,nonGP_improb,simple_question
2455,meta-llama/Llama-2-70b-chat-hf,The book fell to the floor while Harry chewed.,Did Harry chew the book?,,,nonGP_improb,GP_question
2456,meta-llama/Llama-2-70b-chat-hf,While Bill ate the turkey sat on the table.,Did the turkey sit on the table?,0.0,1.0,GP_prob,simple_question
2457,meta-llama/Llama-2-70b-chat-hf,While Bill ate the turkey sat on the table.,Did Bill eat the turkey?,0.0,1.0,GP_prob,GP_question
2458,meta-llama/Llama-2-70b-chat-hf,While Bill ate the baby sat on the table.,Did the baby sit on the table?,0.7681538462638855,0.2318461537361145,GP_improb,simple_question
2459,meta-llama/Llama-2-70b-chat-hf,While Bill ate the baby sat on the table.,Did Bill eat the baby?,,,GP_improb,GP_question
2460,meta-llama/Llama-2-70b-chat-hf,The turkey sat on the table while Bill ate.,Did the turkey sit on the table?,1.0,0.0,nonGP_prob,simple_question
2461,meta-llama/Llama-2-70b-chat-hf,The turkey sat on the table while Bill ate.,Did Bill eat the turkey?,1.0,0.0,nonGP_prob,GP_question
2462,meta-llama/Llama-2-70b-chat-hf,The baby sat on the table while Bill ate.,Did the baby sit on the table?,1.0,0.0,nonGP_improb,simple_question
2463,meta-llama/Llama-2-70b-chat-hf,The baby sat on the table while Bill ate.,Did Bill eat the baby?,,,nonGP_improb,GP_question
2464,meta-llama/Llama-2-70b-chat-hf,While Janet baked the bread rose in the oven.,Did the bread rise in the oven?,,,GP_prob,simple_question
2465,meta-llama/Llama-2-70b-chat-hf,While Janet baked the bread rose in the oven.,Did Janet bake the bread?,0.0,1.0,GP_prob,GP_question
2466,meta-llama/Llama-2-70b-chat-hf,While Janet baked the pressure rose in the oven.,Did the pressure rise in the oven?,1.0,0.0,GP_improb,simple_question
2467,meta-llama/Llama-2-70b-chat-hf,While Janet baked the pressure rose in the oven.,Did Janet bake the pressure?,,,GP_improb,GP_question
2468,meta-llama/Llama-2-70b-chat-hf,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,,,nonGP_prob,simple_question
2469,meta-llama/Llama-2-70b-chat-hf,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,,,nonGP_prob,GP_question
2470,meta-llama/Llama-2-70b-chat-hf,The pressure rose in the oven while Janet baked.,Did the pressure rise in the oven?,,,nonGP_improb,simple_question
2471,meta-llama/Llama-2-70b-chat-hf,The pressure rose in the oven while Janet baked.,Did Janet bake the pressure?,,,nonGP_improb,GP_question
2472,meta-llama/Llama-2-70b-chat-hf,While the public cheered the team left the restaurant.,Did the team leave the restaurant?,1.0,0.0,GP_prob,simple_question
2473,meta-llama/Llama-2-70b-chat-hf,While the public cheered the team left the restaurant.,Did the public cheer the team?,0.0,1.0,GP_prob,GP_question
2474,meta-llama/Llama-2-70b-chat-hf,While the public cheered the rats left the restaurant.,Did the rats leave the restaurant?,,,GP_improb,simple_question
2475,meta-llama/Llama-2-70b-chat-hf,While the public cheered the rats left the restaurant.,Did the public cheer the rats?,,,GP_improb,GP_question
2476,meta-llama/Llama-2-70b-chat-hf,The team left the restaurant while the public cheered.,Did the team leave the restaurant?,1.0,0.0,nonGP_prob,simple_question
2477,meta-llama/Llama-2-70b-chat-hf,The team left the restaurant while the public cheered.,Did the public cheer the team?,,,nonGP_prob,GP_question
2478,meta-llama/Llama-2-70b-chat-hf,The rats left the restaurant while the public cheered.,Did the rats leave the restaurant?,,,nonGP_improb,simple_question
2479,meta-llama/Llama-2-70b-chat-hf,The rats left the restaurant while the public cheered.,Did the public cheer the rats?,,,nonGP_improb,GP_question
2480,meta-llama/Llama-2-70b-chat-hf,While the cleaner mopped the floor was filled with stains.,Was the floor filled with stains?,1.0,0.0,GP_prob,simple_question
2481,meta-llama/Llama-2-70b-chat-hf,While the cleaner mopped the floor was filled with stains.,Did the cleaner mop the floor?,0.0,1.0,GP_prob,GP_question
2482,meta-llama/Llama-2-70b-chat-hf,While the cleaner mopped the ceiling was filled with stains.,Was the ceiling filled with stains?,1.0,0.0,GP_improb,simple_question
2483,meta-llama/Llama-2-70b-chat-hf,While the cleaner mopped the ceiling was filled with stains.,Did the cleaner mop the ceiling?,0.0,1.0,GP_improb,GP_question
2484,meta-llama/Llama-2-70b-chat-hf,The floor was filled with stains while the cleaner mopped.,Was the floor filled with stains?,1.0,0.0,nonGP_prob,simple_question
2485,meta-llama/Llama-2-70b-chat-hf,The floor was filled with stains while the cleaner mopped.,Did the cleaner mop the floor?,,,nonGP_prob,GP_question
2486,meta-llama/Llama-2-70b-chat-hf,The ceiling was filled with stains while the cleaner mopped.,Was the ceiling filled with stains?,1.0,0.0,nonGP_improb,simple_question
2487,meta-llama/Llama-2-70b-chat-hf,The ceiling was filled with stains while the cleaner mopped.,Did the cleaner mop the ceiling?,,,nonGP_improb,GP_question
2488,meta-llama/Llama-2-70b-chat-hf,While the chef cooked the meal impressed the couple.,Did the meal impress the couple?,,,GP_prob,simple_question
2489,meta-llama/Llama-2-70b-chat-hf,While the chef cooked the meal impressed the couple.,Did the chef cook the meal?,0.0,1.0,GP_prob,GP_question
2490,meta-llama/Llama-2-70b-chat-hf,While the chef cooked the cat impressed the couple.,Did the cat impress the couple?,,,GP_improb,simple_question
2491,meta-llama/Llama-2-70b-chat-hf,While the chef cooked the cat impressed the couple.,Did the chef cook the cat?,1.0,0.0,GP_improb,GP_question
2492,meta-llama/Llama-2-70b-chat-hf,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,1.0,0.0,nonGP_prob,simple_question
2493,meta-llama/Llama-2-70b-chat-hf,The meal impressed the couple while the chef cooked.,Did the chef cook the meal?,0.0,1.0,nonGP_prob,GP_question
2494,meta-llama/Llama-2-70b-chat-hf,The cat impressed the couple while the chef cooked.,Did the cat impress the couple?,1.0,0.0,nonGP_improb,simple_question
2495,meta-llama/Llama-2-70b-chat-hf,The cat impressed the couple while the chef cooked.,Did the chef cook the cat?,,,nonGP_improb,GP_question
2496,meta-llama/Llama-2-70b-chat-hf,While the child finished the homework waited on the table.,Did the homework wait on the table?,0.0,1.0,GP_prob,simple_question
2497,meta-llama/Llama-2-70b-chat-hf,While the child finished the homework waited on the table.,Did the child finish the homework?,0.0,1.0,GP_prob,GP_question
2498,meta-llama/Llama-2-70b-chat-hf,While the child finished the tax forms waited on the table.,Did the tax forms wait on the table?,0.0,1.0,GP_improb,simple_question
2499,meta-llama/Llama-2-70b-chat-hf,While the child finished the tax forms waited on the table.,Did the child finish the tax forms?,0.0,1.0,GP_improb,GP_question
2500,meta-llama/Llama-2-70b-chat-hf,The homework waited on the table while the child finished.,Did the homework wait on the table?,0.8031737804412842,0.1968262046575546,nonGP_prob,simple_question
2501,meta-llama/Llama-2-70b-chat-hf,The homework waited on the table while the child finished.,Did the child finish the homework?,0.0,1.0,nonGP_prob,GP_question
2502,meta-llama/Llama-2-70b-chat-hf,The tax forms waited on the table while the child finished.,Did the tax forms wait on the table?,1.0,0.0,nonGP_improb,simple_question
2503,meta-llama/Llama-2-70b-chat-hf,The tax forms waited on the table while the child finished.,Did the child finish the tax forms?,1.0,0.0,nonGP_improb,GP_question
2504,meta-llama/Llama-2-70b-chat-hf,While the student knitted the sweater sold to the highest bidder.,Did the sweater sell to the highest bidder?,1.0,0.0,GP_prob,simple_question
2505,meta-llama/Llama-2-70b-chat-hf,While the student knitted the sweater sold to the highest bidder.,Did the student knit the sweater?,0.0,1.0,GP_prob,GP_question
2506,meta-llama/Llama-2-70b-chat-hf,While the student knitted the painting sold to the highest bidder.,Did the painting sell to the highest bidder?,1.0,0.0,GP_improb,simple_question
2507,meta-llama/Llama-2-70b-chat-hf,While the student knitted the painting sold to the highest bidder.,Did the student knit the painting?,,,GP_improb,GP_question
2508,meta-llama/Llama-2-70b-chat-hf,The sweater sold to the highest bidder while the student knitted.,Did the sweater sell to the highest bidder?,1.0,0.0,nonGP_prob,simple_question
2509,meta-llama/Llama-2-70b-chat-hf,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,1.0,0.0,nonGP_prob,GP_question
2510,meta-llama/Llama-2-70b-chat-hf,The painting sold to the highest bidder while the student knitted.,Did the painting sell to the highest bidder?,1.0,0.0,nonGP_improb,simple_question
2511,meta-llama/Llama-2-70b-chat-hf,The painting sold to the highest bidder while the student knitted.,Did the student knit the painting?,,,nonGP_improb,GP_question
2512,meta-llama/Llama-2-70b-chat-hf,While the astronomer observed the comet lit up the room.,Did the comet light up the room?,,,GP_prob,simple_question
2513,meta-llama/Llama-2-70b-chat-hf,While the astronomer observed the comet lit up the room.,Did the astronomer observe the comet?,0.0,1.0,GP_prob,GP_question
2514,meta-llama/Llama-2-70b-chat-hf,While the astronomer observed the lightbulb lit up the room.,Did the lightbulb light up the room?,1.0,0.0,GP_improb,simple_question
2515,meta-llama/Llama-2-70b-chat-hf,While the astronomer observed the lightbulb lit up the room.,Did the astronomer observe the lightbulb?,0.0,1.0,GP_improb,GP_question
2516,meta-llama/Llama-2-70b-chat-hf,The comet lit up the room while the astronomer observed.,Did the comet light up the room?,1.0,0.0,nonGP_prob,simple_question
2517,meta-llama/Llama-2-70b-chat-hf,The comet lit up the room while the astronomer observed.,Did the astronomer observe the comet?,0.0,1.0,nonGP_prob,GP_question
2518,meta-llama/Llama-2-70b-chat-hf,The lightbulb lit up the room while the astronomer observed.,Did the lightbulb light up the room?,1.0,0.0,nonGP_improb,simple_question
2519,meta-llama/Llama-2-70b-chat-hf,The lightbulb lit up the room while the astronomer observed.,Did the astronomer observe the lightbulb?,,,nonGP_improb,GP_question
2520,meta-llama/Llama-2-70b-chat-hf,While the players started the game bored the children.,Did the game bore the children?,0.1927419602870941,0.8072580099105835,GP_prob,simple_question
2521,meta-llama/Llama-2-70b-chat-hf,While the players started the game bored the children.,Did the players start the game?,0.2412511855363845,0.7587487697601318,GP_prob,GP_question
2522,meta-llama/Llama-2-70b-chat-hf,While the players started the lesson bored the children.,Did the lesson bore the children?,0.4288714230060577,0.5711285471916199,GP_improb,simple_question
2523,meta-llama/Llama-2-70b-chat-hf,While the players started the lesson bored the children.,Did the players start the lesson?,0.5260184407234192,0.4739815294742584,GP_improb,GP_question
2524,meta-llama/Llama-2-70b-chat-hf,The game bored the children while the players started.,Did the game bore the children?,1.0,0.0,nonGP_prob,simple_question
2525,meta-llama/Llama-2-70b-chat-hf,The game bored the children while the players started.,Did the players start the game?,1.0,0.0,nonGP_prob,GP_question
2526,meta-llama/Llama-2-70b-chat-hf,The lesson bored the children while the players started.,Did the lesson bore the children?,1.0,0.0,nonGP_improb,simple_question
2527,meta-llama/Llama-2-70b-chat-hf,The lesson bored the children while the players started.,Did the players start the lesson?,,,nonGP_improb,GP_question
2528,meta-llama/Llama-2-70b-chat-hf,While the professor taught the students looked at the board.,Did the students look at the board?,,,GP_prob,simple_question
2529,meta-llama/Llama-2-70b-chat-hf,While the professor taught the students looked at the board.,Did the professor teach the students?,0.0,1.0,GP_prob,GP_question
2530,meta-llama/Llama-2-70b-chat-hf,While the professor taught the puppies looked at the board.,Did the puppies look at the board?,,,GP_improb,simple_question
2531,meta-llama/Llama-2-70b-chat-hf,While the professor taught the puppies looked at the board.,Did the professor teach the puppies?,,,GP_improb,GP_question
2532,meta-llama/Llama-2-70b-chat-hf,The students looked at the board while the professor taught.,Did the students look at the board?,1.0,0.0,nonGP_prob,simple_question
2533,meta-llama/Llama-2-70b-chat-hf,The students looked at the board while the professor taught.,Did the professor teach the students?,,,nonGP_prob,GP_question
2534,meta-llama/Llama-2-70b-chat-hf,The puppies looked at the board while the professor taught.,Did the puppies look at the board?,1.0,0.0,nonGP_improb,simple_question
2535,meta-llama/Llama-2-70b-chat-hf,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,,,nonGP_improb,GP_question
2536,meta-llama/Llama-2-70b-chat-hf,While the pianist practiced the melody echoed through the hall.,Did the melody echo through the hall?,,,GP_prob,simple_question
2537,meta-llama/Llama-2-70b-chat-hf,While the pianist practiced the melody echoed through the hall.,Did the pianist practice the melody?,0.0,1.0,GP_prob,GP_question
2538,meta-llama/Llama-2-70b-chat-hf,While the pianist practiced the vacuum echoed through the hall.,Did the vacuum echo through the hall?,,,GP_improb,simple_question
2539,meta-llama/Llama-2-70b-chat-hf,While the pianist practiced the vacuum echoed through the hall.,Did the pianist practice the vacuum?,,,GP_improb,GP_question
2540,meta-llama/Llama-2-70b-chat-hf,The melody echoed through the hall while the pianist practiced.,Did the melody echo through the hall?,1.0,0.0,nonGP_prob,simple_question
2541,meta-llama/Llama-2-70b-chat-hf,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,0.0,1.0,nonGP_prob,GP_question
2542,meta-llama/Llama-2-70b-chat-hf,The vacuum echoed through the hall while the pianist practiced.,Did the vacuum echo through the hall?,,,nonGP_improb,simple_question
2543,meta-llama/Llama-2-70b-chat-hf,The vacuum echoed through the hall while the pianist practiced.,Did the pianist practice the vacuum?,,,nonGP_improb,GP_question
2544,meta-llama/Llama-2-70b-chat-hf,While the couple left the bar buzzed with activity.,Did the bar buzz with activity?,1.0,0.0,GP_prob,simple_question
2545,meta-llama/Llama-2-70b-chat-hf,While the couple left the bar buzzed with activity.,Did the couple leave the bar?,0.0,1.0,GP_prob,GP_question
2546,meta-llama/Llama-2-70b-chat-hf,While the couple left the hive buzzed with activity.,Did the hive buzz with activity?,,,GP_improb,simple_question
2547,meta-llama/Llama-2-70b-chat-hf,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,0.0,1.0,GP_improb,GP_question
2548,meta-llama/Llama-2-70b-chat-hf,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,1.0,0.0,nonGP_prob,simple_question
2549,meta-llama/Llama-2-70b-chat-hf,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,0.0,1.0,nonGP_prob,GP_question
2550,meta-llama/Llama-2-70b-chat-hf,The hive buzzed with activity while the couple left.,Did the hive buzz with activity?,1.0,0.0,nonGP_improb,simple_question
2551,meta-llama/Llama-2-70b-chat-hf,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,,,nonGP_improb,GP_question
2552,meta-llama/Llama-2-70b-chat-hf,While the gardener harvested the tomatoes hanged on the vine.,Did the tomatoes hang on the vine?,0.0,1.0,GP_prob,simple_question
2553,meta-llama/Llama-2-70b-chat-hf,While the gardener harvested the tomatoes hanged on the vine.,Did the gardener harvest the tomatoes?,0.0,1.0,GP_prob,GP_question
2554,meta-llama/Llama-2-70b-chat-hf,While the gardener harvested the chrysalis hanged on the vine.,Did the chrysalis hang on the vine?,0.0,1.0,GP_improb,simple_question
